Participant,Mode,Route,GlobalTrial,NodeID,IsDecisionNode,EnterTime(s),LeaveTime(s),TimeSpentInNode(s)
P01,SoundAndVisual,T6,4,F,True,67.84,68.54,0.70
P01,SoundAndVisual,T3,0,L,True,0.00,2.91,2.91
P01,SoundAndVisual,T3,0,G,True,4.53,5.25,0.72
P01,SoundAndVisual,T3,0,F,True,6.35,6.93,0.58
P01,SoundAndVisual,T2,1,B,True,0.01,2.68,2.66
P01,SoundAndVisual,T2,1,C,True,3.64,4.52,0.88
P01,SoundAndVisual,T2,1,D,True,5.64,6.52,0.88
P01,SoundAndVisual,T1,2,K,True,0.02,2.48,2.46
P01,SoundAndVisual,T1,2,B,True,4.04,4.70,0.66
P01,SoundAndVisual,T6,3,L,True,0.02,1.58,1.56
P01,SoundAndVisual,T6,3,G,True,3.14,5.20,2.06
P01,SoundAndVisual,T6,3,G,True,10.74,16.04,5.30
P01,SoundAndVisual,T6,3,J,True,17.62,18.50,0.88
P01,SoundAndVisual,T6,3,D,True,19.48,20.10,0.62
P01,SoundAndVisual,T4,4,F,True,0.02,2.10,2.08
P01,SoundAndVisual,T4,4,I,True,3.36,4.14,0.78
P01,SoundAndVisual,T4,4,H,True,5.08,5.96,0.88
P01,SoundAndVisual,T4,4,B,True,6.86,7.74,0.88
P01,SoundAndVisual,T5,5,G,True,0.02,1.44,1.42
P01,SoundAndVisual,T5,5,F,True,2.46,3.36,0.90
P01,SoundAndVisual,T5,5,I,True,4.62,5.94,1.32
P01,SoundOnly,T1,6,K,True,0.01,3.64,3.62
P01,SoundAndVisual,T6,0,L,True,0.00,3.28,3.28
P01,SoundAndVisual,T6,0,G,True,4.88,7.88,3.00
P01,SoundAndVisual,T6,0,J,True,9.50,10.42,0.92
P01,SoundAndVisual,T6,0,D,True,11.42,12.32,0.90
P01,SoundAndVisual,T2,1,B,True,0.01,6.54,6.52
P01,SoundAndVisual,T2,1,C,True,7.51,8.42,0.90
P01,SoundAndVisual,T2,1,D,True,9.56,10.46,0.90
P01,SoundAndVisual,T5,2,G,True,0.02,3.08,3.06
P01,SoundAndVisual,T5,2,F,True,4.12,5.20,1.08
P01,SoundAndVisual,T5,2,I,True,6.52,8.32,1.80
P01,SoundAndVisual,T4,3,F,True,0.02,1.68,1.66
P01,SoundAndVisual,T4,3,I,True,2.94,3.66,0.72
P01,SoundAndVisual,T4,3,H,True,4.64,5.52,0.88
P01,SoundAndVisual,T4,3,B,True,6.44,7.32,0.88
P01,SoundAndVisual,T4,0,F,True,0.00,1.83,1.83
P01,SoundAndVisual,T4,0,C,True,4.59,5.17,0.58
P01,SoundAndVisual,T4,0,B,True,6.17,7.37,1.20
P01,SoundAndVisual,T2,1,B,True,0.01,1.62,1.60
P01,SoundAndVisual,T2,1,C,True,2.58,3.48,0.90
P01,SoundAndVisual,T2,1,D,True,4.60,5.49,0.90
P01,SoundAndVisual,T5,2,G,True,0.01,7.50,7.48
P01,SoundAndVisual,T5,2,F,True,8.54,10.48,1.94
P01,SoundAndVisual,T5,2,C,True,13.06,13.96,0.90
P01,SoundAndVisual,T5,2,B,True,14.90,17.46,2.56
P01,SoundAndVisual,T4,0,F,True,0.00,3.62,3.62
P01,SoundAndVisual,T4,0,C,True,6.18,7.34,1.16
P01,SoundAndVisual,T4,0,B,True,8.32,12.58,4.26
P01,SoundAndVisual,T4,0,B,True,13.70,15.50,1.80
P01,SoundAndVisual,T4,0,B,True,17.16,18.20,1.04
P01,SoundAndVisual,T5,1,G,True,0.01,2.48,2.46
P01,SoundAndVisual,T5,1,F,True,3.56,4.46,0.90
P01,SoundAndVisual,T5,1,I,True,5.70,6.42,0.72
P01,SoundAndVisual,T3,2,L,True,0.02,1.90,1.88
P01,SoundAndVisual,T3,2,G,True,3.46,4.84,1.38
P01,SoundAndVisual,T3,2,F,True,5.92,6.56,0.64
P01,SoundAndVisual,T6,3,L,True,0.02,2.86,2.84
P01,SoundAndVisual,T6,3,G,True,4.52,5.92,1.40
P01,SoundAndVisual,T6,3,J,True,7.60,8.52,0.92
P01,SoundAndVisual,T6,3,D,True,9.46,10.34,0.88
P01,SoundAndVisual,T2,4,B,True,0.02,1.64,1.62
P01,SoundAndVisual,T2,4,B,True,3.22,4.10,0.88
P01,SoundAndVisual,T2,4,C,True,5.10,5.98,0.88
P01,SoundAndVisual,T2,4,D,True,7.12,8.06,0.94
P01,VisualOnly,T4,0,F,True,0.00,1.75,1.75
P01,VisualOnly,T4,0,C,True,4.30,4.89,0.58
P01,VisualOnly,T4,0,F,True,0.00,2.84,2.84
P01,VisualOnly,T4,0,I,True,4.08,4.98,0.90
P01,VisualOnly,T4,0,H,True,5.94,6.82,0.88
P01,VisualOnly,T4,0,B,True,7.80,9.56,1.76
P01,VisualOnly,T4,0,B,True,13.12,13.86,0.74
P01,VisualOnly,T4,0,B,True,15.44,16.12,0.68
P01,VisualOnly,T4,0,B,True,17.56,18.20,0.64
P01,VisualOnly,T4,0,B,True,20.86,21.76,0.90
P01,VisualOnly,T4,0,B,True,23.66,24.50,0.84
P01,VisualOnly,T4,0,B,True,25.98,36.38,10.40
P01,VisualOnly,T4,0,B,True,36.78,37.42,0.64
P01,VisualOnly,T4,0,C,True,47.22,47.98,0.76
P01,VisualOnly,T4,0,C,True,48.32,49.08,0.76
P01,VisualOnly,T4,0,C,True,50.12,51.10,0.98
P01,VisualOnly,T4,0,B,True,52.04,52.64,0.60
P01,VisualOnly,T4,0,B,True,53.74,54.70,0.96
P01,VisualOnly,T4,0,B,True,55.68,57.24,1.56
P01,VisualOnly,T4,0,C,True,58.24,61.38,3.14
P01,VisualOnly,T4,0,C,True,61.88,63.34,1.46
P01,VisualOnly,T4,0,B,True,64.28,64.90,0.62
P01,VisualOnly,T1,1,K,True,0.01,2.61,2.60
P01,VisualOnly,T1,1,B,True,4.13,4.85,0.72
P01,VisualOnly,T1,1,B,True,6.09,7.49,1.40
P01,VisualOnly,T1,1,B,True,8.79,9.47,0.68
P01,VisualOnly,T1,1,C,True,10.54,11.05,0.52
P01,VisualOnly,T1,1,B,True,12.09,13.83,1.74
P01,VisualOnly,T1,1,C,True,14.87,16.36,1.48
P01,VisualOnly,T1,1,C,True,16.61,17.57,0.96
P01,VisualOnly,T1,1,B,True,18.49,20.79,2.30
P01,VisualOnly,T1,1,C,True,21.81,23.50,1.68
P01,VisualOnly,T1,1,B,True,24.41,84.05,59.64
P01,VisualOnly,T1,1,B,True,87.07,87.83,0.76
P01,VisualOnly,T1,1,B,True,89.49,90.18,0.68
P01,VisualOnly,T2,2,B,True,0.01,2.83,2.82
P01,VisualOnly,T2,2,B,True,3.43,4.35,0.92
P01,VisualOnly,T2,2,C,True,5.33,6.19,0.86
P01,VisualOnly,T2,2,D,True,7.31,8.23,0.92
P01,VisualOnly,T2,2,D,True,12.27,12.99,0.72
P01,SoundAndVisual,T2,2,B,True,0.01,2.32,2.30
P01,SoundAndVisual,T2,2,C,True,3.28,4.14,0.86
P01,SoundAndVisual,T2,2,D,True,5.28,6.16,0.88
P01,SoundAndVisual,T2,2,D,True,11.24,12.08,0.84
P01,SoundAndVisual,T2,2,D,True,14.32,15.34,1.02
P01,SoundAndVisual,T2,2,D,True,41.85,42.32,0.46
P01,SoundAndVisual,T2,2,D,True,52.60,53.48,0.88
P01,SoundAndVisual,T2,2,D,True,58.26,59.86,1.60
P01,SoundAndVisual,T2,2,D,True,68.72,71.28,2.56
P01,SoundAndVisual,T2,2,D,True,71.39,75.18,3.78
P01,SoundAndVisual,T2,2,D,True,81.58,82.66,1.08
P01,SoundAndVisual,T2,2,J,True,83.72,84.84,1.12
P01,SoundAndVisual,T2,2,D,True,85.82,86.47,0.66
P01,SoundAndVisual,T2,2,D,True,89.72,90.60,0.88
P01,SoundAndVisual,T2,2,C,True,91.74,94.12,2.38
P01,SoundAndVisual,T2,2,D,True,95.24,97.30,2.06
P01,SoundAndVisual,T5,0,G,True,0.01,1.23,1.22
P01,SoundAndVisual,T5,0,F,True,2.27,3.19,0.92
P01,SoundAndVisual,T5,0,I,True,4.41,6.17,1.76
P01,VisualOnly,T2,0,A,True,0.00,4.05,4.05
P01,VisualOnly,T3,0,A,True,0.00,3.00,3.00
P01,VisualOnly,T1,0,A,True,0.00,1.96,1.96
P01,VisualOnly,T1,0,B,True,3.10,3.96,0.86
P01,VisualOnly,T3,1,A,True,0.02,1.72,1.70
P01,VisualOnly,T3,1,B,True,2.86,3.78,0.92
P01,VisualOnly,T2,2,A,True,0.02,1.78,1.76
P01,VisualOnly,T2,2,B,True,2.90,3.56,0.66
P01,VisualOnly,T2,0,A,True,0.00,2.33,2.33
P01,VisualOnly,T2,0,B,True,3.45,4.11,0.66
P01,VisualOnly,T3,1,A,True,0.01,1.59,1.58
P01,VisualOnly,T3,1,B,True,2.75,3.79,1.04
P01,VisualOnly,T1,2,A,True,0.02,1.70,1.68
P01,VisualOnly,T1,2,B,True,2.86,3.72,0.86
P01,SoundAndVisual,T3,3,A,True,0.01,1.80,1.78
P01,SoundAndVisual,T3,3,B,True,2.94,3.76,0.82
P01,SoundOnly,T2,0,A,True,0.00,2.57,2.57
P01,SoundAndVisual,T2,0,A,True,0.00,2.87,2.87
P01,SoundAndVisual,T2,0,B,True,3.99,4.73,0.74
P01,SoundAndVisual,T2,0,A,True,0.00,4.79,4.79
P01,SoundAndVisual,T2,0,B,True,6.19,6.89,0.70
P01,SoundAndVisual,T2,0,B,True,15.19,16.01,0.82
P01,SoundAndVisual,T2,0,A,True,17.29,19.71,2.42
P01,SoundAndVisual,T2,0,B,True,20.89,21.57,0.68
P01,SoundAndVisual,T2,0,B,True,25.23,26.15,0.92
P01,SoundAndVisual,T2,0,B,True,28.67,29.59,0.93
P01,SoundAndVisual,T1,1,A,True,0.01,1.89,1.88
P01,SoundAndVisual,T1,1,B,True,3.03,8.53,5.50
P01,SoundAndVisual,T1,1,B,True,9.05,9.91,0.86
P01,SoundAndVisual,T1,1,A,True,11.05,13.37,2.32
P01,SoundAndVisual,T1,1,B,True,14.49,15.37,0.88
P01,SoundAndVisual,T3,0,A,True,0.00,2.89,2.89
P01,SoundAndVisual,T3,0,B,True,4.50,5.28,0.78
P01,SoundAndVisual,T3,0,B,True,11.32,12.05,0.74
P01,VisualOnly,T5,0,G,True,0.00,2.72,2.72
P01,VisualOnly,T5,0,F,True,3.78,4.66,0.88
P01,VisualOnly,T5,0,I,True,5.92,6.62,0.70
P01,VisualOnly,T4,1,F,True,0.02,1.58,1.56
P01,VisualOnly,T4,1,F,True,1.66,3.48,1.82
P01,VisualOnly,T4,1,I,True,4.76,5.34,0.58
P01,VisualOnly,T4,1,H,True,6.34,7.22,0.88
P01,VisualOnly,T4,1,B,True,8.20,9.06,0.86
P01,VisualOnly,T3,2,L,True,0.02,2.12,2.10
P01,VisualOnly,T3,2,G,True,3.72,4.70,0.98
P01,VisualOnly,T3,2,F,True,5.74,6.40,0.66
P01,VisualOnly,T1,3,K,True,0.02,1.50,1.48
P01,VisualOnly,T1,3,B,True,3.10,3.74,0.64
P01,VisualOnly,T2,4,B,True,0.01,0.76,0.74
P01,VisualOnly,T2,4,A,True,1.72,2.56,0.84
P01,VisualOnly,T2,4,B,True,3.48,4.52,1.04
P01,VisualOnly,T2,4,H,True,5.48,7.18,1.70
P01,VisualOnly,T2,4,B,True,8.08,10.22,2.14
P01,VisualOnly,T2,4,C,True,11.22,12.12,0.90
P01,VisualOnly,T2,4,D,True,13.30,14.18,0.88
P01,VisualOnly,T4,0,F,True,0.00,6.91,6.91
P01,VisualOnly,T4,0,F,True,7.45,8.03,0.58
P01,VisualOnly,T4,0,F,True,8.61,9.55,0.94
P01,VisualOnly,T4,0,C,True,12.41,13.79,1.38
P01,VisualOnly,T4,0,B,True,14.83,15.67,0.84
P01,VisualOnly,T6,1,L,True,0.02,2.46,2.44
P01,VisualOnly,T6,1,G,True,4.06,4.66,0.60
P01,VisualOnly,T6,1,F,True,5.70,7.78,2.08
P01,VisualOnly,T6,1,G,True,8.86,10.42,1.56
P01,VisualOnly,T6,1,J,True,12.82,13.74,0.92
P01,VisualOnly,T6,1,D,True,14.76,15.52,0.76
P01,VisualOnly,T3,2,L,True,0.02,1.70,1.68
P01,VisualOnly,T3,2,G,True,3.22,3.90,0.68
P01,VisualOnly,T3,2,F,True,4.96,5.60,0.64
P01,VisualOnly,T5,3,G,True,0.02,0.46,0.44
P01,VisualOnly,T5,3,F,True,1.54,2.44,0.90
P01,VisualOnly,T5,3,I,True,3.72,4.38,0.66
P01,VisualOnly,T2,4,B,True,0.02,0.70,0.68
P01,VisualOnly,T2,4,B,True,1.56,2.62,1.06
P01,VisualOnly,T2,4,B,True,2.94,3.98,1.04
P01,VisualOnly,T2,4,C,True,4.94,5.88,0.94
P01,VisualOnly,T2,4,D,True,7.02,7.94,0.92
P01,VisualOnly,T1,5,K,True,0.01,2.68,2.66
P01,VisualOnly,T1,5,B,True,4.20,4.88,0.68
P01,SoundAndVisual,T2,6,B,True,0.01,5.43,5.42
P01,SoundAndVisual,T2,6,C,True,6.41,7.31,0.90
P01,SoundAndVisual,T2,6,D,True,8.45,9.37,0.92
P01,SoundAndVisual,T3,0,L,True,0.01,2.56,2.54
P01,SoundAndVisual,T3,0,G,True,4.14,4.73,0.60
P01,SoundAndVisual,T3,0,F,True,5.82,6.60,0.78
P01,SoundAndVisual,T4,0,F,True,0.00,2.35,2.35
P01,SoundAndVisual,T1,0,K,True,0.00,2.14,2.14
P01,SoundAndVisual,T1,0,B,True,3.64,4.46,0.82
P01,SoundAndVisual,T6,1,L,True,0.01,2.45,2.44
P01,SoundAndVisual,T6,1,G,True,3.97,4.85,0.88
P01,SoundAndVisual,T6,1,J,True,6.43,7.33,0.90
P01,SoundAndVisual,T6,1,D,True,8.35,9.13,0.78
P01,SoundAndVisual,T2,0,B,True,0.00,2.90,2.90
P01,SoundAndVisual,T2,0,C,True,3.94,4.84,0.90
P01,SoundAndVisual,T2,0,D,True,5.96,6.94,0.98
P01,SoundAndVisual,T5,0,G,True,0.02,11.02,11.00
P01,SoundAndVisual,T5,0,F,True,12.10,12.82,0.72
P01,SoundAndVisual,T5,0,C,True,15.42,16.12,0.70
P01,SoundAndVisual,T5,0,B,True,17.12,18.02,0.90
P01,SoundAndVisual,T1,0,K,True,0.00,2.68,2.68
P01,SoundAndVisual,T1,0,B,True,4.20,4.82,0.62
P01,SoundAndVisual,T2,0,B,True,0.02,2.84,2.82
P01,SoundAndVisual,T2,0,C,True,3.80,4.72,0.92
P01,SoundAndVisual,T2,0,D,True,5.86,6.74,0.88
P01,SoundAndVisual,T1,1,K,True,0.02,3.08,3.06
P01,SoundAndVisual,T1,0,K,True,0.02,2.24,2.22
P01,SoundAndVisual,T1,0,B,True,3.76,4.86,1.10
P01,SoundAndVisual,T2,0,B,True,0.02,5.04,5.02
P01,SoundAndVisual,T2,0,C,True,5.96,6.84,0.88
P01,SoundAndVisual,T2,0,D,True,8.00,8.88,0.88
P01,SoundAndVisual,T4,1,F,True,0.01,1.25,1.24
P01,SoundAndVisual,T4,1,F,True,1.93,2.47,0.54
P01,SoundAndVisual,T4,1,I,True,4.41,5.13,0.72
P01,SoundAndVisual,T4,1,H,True,6.05,6.93,0.88
P01,SoundAndVisual,T4,1,B,True,7.89,8.77,0.88
P01,SoundAndVisual,T3,2,L,True,0.02,3.48,3.46
P01,SoundAndVisual,T3,2,G,True,5.00,5.68,0.68
P01,SoundAndVisual,T3,2,F,True,6.73,7.38,0.64
P01,SoundAndVisual,T5,3,G,True,0.02,1.98,1.96
P01,SoundAndVisual,T5,3,F,True,3.02,3.94,0.92
P01,SoundAndVisual,T5,3,I,True,5.22,5.92,0.70
P01,SoundAndVisual,T1,4,K,True,0.02,1.90,1.88
P01,SoundAndVisual,T1,4,B,True,3.42,4.10,0.68
P01,SoundAndVisual,T6,5,L,True,0.01,2.34,2.32
P01,SoundAndVisual,T6,5,G,True,3.84,4.74,0.90
P01,SoundAndVisual,T6,5,J,True,6.28,7.16,0.88
P01,SoundAndVisual,T6,5,D,True,8.18,8.90,0.72
P01,SoundAndVisual,T3,0,L,True,0.00,1.20,1.20
P01,SoundAndVisual,T3,0,L,True,2.34,5.52,3.18
P01,SoundAndVisual,T3,0,G,True,7.18,7.88,0.70
P01,SoundAndVisual,T3,0,F,True,9.02,9.64,0.62
P01,SoundAndVisual,T2,1,B,True,0.02,4.70,4.68
P01,SoundAndVisual,T2,1,C,True,5.64,6.52,0.88
P01,SoundAndVisual,T2,1,D,True,7.65,8.54,0.88
P01,SoundAndVisual,T1,2,K,True,0.02,27.82,27.80
P01,SoundAndVisual,T1,2,B,True,29.36,30.00,0.64
P01,SoundAndVisual,T5,3,G,True,0.02,1.90,1.88
P01,SoundAndVisual,T5,3,F,True,2.97,3.88,0.90
P01,SoundAndVisual,T5,3,I,True,5.10,5.77,0.68
P01,SoundAndVisual,T6,4,L,True,0.02,2.42,2.40
P01,SoundAndVisual,T6,4,G,True,3.90,4.78,0.88
P01,SoundAndVisual,T6,4,J,True,6.44,7.34,0.90
P01,SoundAndVisual,T6,4,D,True,8.34,8.98,0.64
P01,SoundAndVisual,T4,5,F,True,0.02,0.48,0.46
P01,SoundAndVisual,T4,5,C,True,3.78,4.42,0.64
P01,SoundAndVisual,T4,5,B,True,5.36,6.14,0.78
P01,SoundAndVisual,T6,0,L,True,0.00,4.50,4.50
P01,SoundAndVisual,T6,0,G,True,6.74,8.38,1.64
P01,SoundAndVisual,T6,0,J,True,10.28,12.74,2.46
P01,SoundAndVisual,T6,0,G,True,14.28,15.22,0.94
P01,SoundAndVisual,T6,0,G,True,17.52,19.24,1.72
P01,SoundAndVisual,T6,0,F,True,20.34,21.14,0.80
P01,SoundAndVisual,T6,0,C,True,23.76,24.50,0.74
P01,SoundAndVisual,T6,0,D,True,25.62,26.58,0.96
P01,SoundAndVisual,T2,1,B,True,0.02,2.28,2.26
P01,SoundAndVisual,T2,1,C,True,3.24,4.12,0.88
P01,SoundAndVisual,T2,1,D,True,5.24,6.12,0.88
P01,SoundAndVisual,T5,2,G,True,0.00,1.46,1.46
P01,SoundAndVisual,T5,2,F,True,2.56,3.50,0.94
P01,SoundAndVisual,T5,2,I,True,4.84,5.92,1.08
P01,SoundAndVisual,T3,3,L,True,0.02,1.90,1.88
P01,SoundAndVisual,T3,3,G,True,3.46,4.44,0.98
P01,SoundAndVisual,T3,3,F,True,5.52,6.22,0.70
P01,SoundAndVisual,T2,0,B,True,0.00,2.62,2.62
P01,SoundAndVisual,T2,0,C,True,3.54,4.44,0.90
P01,SoundAndVisual,T2,0,D,True,5.56,6.48,0.92
P01,SoundAndVisual,T3,1,L,True,0.02,1.84,1.82
P01,SoundAndVisual,T3,1,G,True,3.54,4.38,0.84
P01,SoundAndVisual,T3,1,F,True,5.40,6.10,0.69
P01,SoundAndVisual,T5,2,G,True,0.02,1.36,1.34
P01,SoundAndVisual,T5,2,F,True,2.42,3.32,0.90
P01,SoundAndVisual,T5,2,I,True,4.56,5.28,0.72
P01,SoundAndVisual,T1,3,K,True,0.02,2.04,2.02
P01,SoundAndVisual,T1,3,B,True,3.60,4.22,0.62
P01,SoundAndVisual,T4,4,F,True,0.02,1.90,1.88
P01,SoundAndVisual,T4,4,C,True,4.44,5.36,0.92
P01,SoundAndVisual,T4,4,B,True,6.30,7.02,0.72
P01,SoundAndVisual,T6,5,L,True,0.01,2.29,2.28
P01,SoundAndVisual,T6,5,G,True,4.01,5.77,1.76
P01,SoundAndVisual,T6,5,J,True,7.51,8.41,0.90
P01,SoundAndVisual,T6,5,D,True,9.51,11.11,1.60
P01,SoundAndVisual,T6,5,D,True,11.57,12.89,1.32
P01,SoundAndVisual,T5,0,G,True,0.00,1.57,1.57
P01,SoundAndVisual,T5,0,F,True,2.61,3.55,0.94
P01,SoundAndVisual,T5,0,I,True,4.76,5.39,0.62
P01,SoundAndVisual,T2,1,B,True,0.01,2.19,2.18
P01,SoundAndVisual,T2,1,C,True,3.19,4.07,0.88
P01,SoundAndVisual,T2,1,D,True,5.21,6.10,0.88
P01,SoundAndVisual,T4,2,F,True,0.02,1.50,1.48
P01,SoundAndVisual,T4,2,C,True,4.04,4.66,0.62
P01,SoundAndVisual,T4,2,B,True,5.62,6.36,0.74
P01,SoundAndVisual,T6,3,L,True,0.02,2.21,2.20
P01,SoundAndVisual,T6,3,G,True,3.90,5.02,1.12
P01,SoundAndVisual,T6,3,J,True,6.76,7.68,0.92
P01,SoundAndVisual,T6,3,D,True,8.64,9.30,0.66
P01,SoundAndVisual,T3,4,L,True,0.02,1.44,1.42
P01,SoundAndVisual,T3,4,G,True,3.00,3.76,0.76
P01,SoundAndVisual,T3,4,F,True,4.82,5.44,0.62
P01,SoundAndVisual,T1,5,K,True,0.02,1.86,1.84
P01,SoundAndVisual,T1,5,B,True,3.38,4.06,0.68
P01,SoundAndVisual,T6,0,L,True,0.00,2.02,2.02
P01,SoundAndVisual,T6,0,G,True,3.98,4.90,0.92
P01,SoundAndVisual,T6,0,J,True,6.52,7.46,0.94
P01,SoundAndVisual,T6,0,D,True,8.46,10.38,1.92
P01,SoundAndVisual,T1,1,K,True,0.02,1.62,1.60
P01,SoundAndVisual,T1,1,B,True,3.18,3.90,0.72
P01,SoundAndVisual,T6,0,L,True,0.00,2.34,2.34
P01,SoundAndVisual,T6,0,G,True,3.86,4.77,0.90
P01,SoundAndVisual,T6,0,J,True,6.30,7.22,0.92
P01,SoundAndVisual,T6,0,D,True,8.18,11.94,3.76
P01,SoundAndVisual,T1,1,K,True,0.02,0.88,0.86
P01,SoundAndVisual,T1,1,B,True,2.38,3.16,0.78
P01,SoundAndVisual,T5,2,G,True,0.01,1.17,1.16
P01,SoundAndVisual,T5,2,F,True,2.28,3.17,0.90
P01,SoundAndVisual,T5,2,I,True,4.41,5.69,1.28
P01,SoundAndVisual,T4,3,F,True,0.02,0.54,0.52
P01,SoundAndVisual,T4,3,C,True,3.08,4.14,1.06
P01,SoundAndVisual,T4,3,B,True,5.08,5.74,0.66
P01,SoundAndVisual,T3,4,L,True,0.02,1.24,1.22
P01,SoundAndVisual,T3,4,G,True,2.80,3.74,0.94
P01,SoundAndVisual,T3,4,J,True,5.30,6.64,1.34
P01,SoundAndVisual,T3,4,D,True,7.64,8.52,0.88
P01,SoundAndVisual,T2,5,B,True,0.02,1.12,1.10
P01,SoundAndVisual,T2,5,B,True,1.34,2.32,0.98
P01,SoundAndVisual,T2,5,C,True,3.30,4.18,0.88
P01,SoundAndVisual,T2,5,D,True,5.32,6.19,0.88
P01,SoundAndVisual,T1,0,K,True,0.01,2.83,2.82
P01,SoundAndVisual,T1,0,B,True,4.37,5.09,0.72
P01,SoundAndVisual,T2,1,B,True,0.02,1.86,1.84
P01,SoundAndVisual,T2,1,C,True,2.77,3.94,1.16
P01,SoundAndVisual,T2,1,D,True,5.09,6.02,0.92
P01,SoundAndVisual,T4,2,F,True,0.02,1.26,1.24
P01,SoundAndVisual,T4,2,F,True,1.96,4.06,2.10
P01,SoundAndVisual,T4,2,I,True,5.32,6.02,0.70
P01,SoundAndVisual,T4,2,H,True,7.08,7.98,0.90
P01,SoundAndVisual,T4,2,B,True,8.96,9.88,0.92
P01,SoundAndVisual,T6,3,L,True,0.02,3.58,3.56
P01,SoundAndVisual,T6,3,G,True,5.60,6.48,0.88
P01,SoundAndVisual,T6,3,J,True,8.14,9.06,0.92
P01,SoundAndVisual,T6,3,D,True,10.05,10.82,0.76
P01,SoundAndVisual,T3,4,L,True,0.02,2.22,2.20
P01,SoundAndVisual,T3,4,G,True,3.76,4.50,0.74
P01,SoundAndVisual,T3,4,F,True,5.58,6.24,0.66
P01,SoundAndVisual,T2,0,B,True,0.02,2.87,2.86
P01,SoundAndVisual,T2,0,C,True,3.90,4.78,0.88
P01,SoundAndVisual,T2,0,D,True,5.92,6.86,0.94
P01,SoundAndVisual,T3,0,L,True,0.00,9.00,9.00
P01,SoundAndVisual,T3,0,G,True,10.62,11.38,0.76
P01,SoundAndVisual,T3,0,F,True,12.44,13.16,0.72
P01,SoundAndVisual,T2,1,B,True,0.00,2.36,2.36
P01,SoundAndVisual,T2,1,C,True,3.32,4.20,0.88
P01,SoundAndVisual,T2,1,D,True,5.34,6.24,0.90
P01,SoundAndVisual,T5,2,G,True,0.00,4.88,4.88
P01,SoundAndVisual,T5,2,F,True,6.08,7.00,0.92
P01,SoundAndVisual,T5,2,I,True,8.30,9.00,0.70
P01,SoundAndVisual,T4,3,F,True,0.02,4.32,4.30
P01,SoundAndVisual,T4,3,I,True,5.58,6.26,0.68
P01,SoundAndVisual,T4,3,H,True,7.28,8.16,0.88
P01,SoundAndVisual,T4,3,B,True,9.16,10.06,0.90
P01,SoundAndVisual,T6,4,L,True,0.00,5.42,5.42
P01,SoundAndVisual,T6,4,G,True,6.96,8.04,1.08
P01,SoundAndVisual,T6,4,J,True,9.66,10.56,0.90
P01,SoundAndVisual,T6,4,D,True,11.60,12.40,0.80
P01,SoundAndVisual,T1,5,K,True,0.00,4.54,4.54
P01,SoundAndVisual,T1,5,B,True,6.06,6.72,0.66
P01,SoundAndVisual,T2,0,B,True,0.00,3.10,3.10
P01,SoundAndVisual,T2,0,C,True,4.06,4.96,0.90
P01,SoundAndVisual,T2,0,D,True,6.10,7.02,0.92
